#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
      526000       6.381403e-03       4.637008e-04       3.523001e-03       1.255151e-01       8.963244e-03       3.333486e-02
      528000       5.983021e-03       6.044338e-04       3.356088e-03       1.873238e-01       7.549965e-03       3.859458e-02
      530000       1.355278e-02       4.549381e-04       6.965991e-03       1.547501e-01       6.751295e-03       3.973755e-02
      532000       1.075688e-02       5.950481e-04       5.769007e-03       1.624926e-01       7.374602e-03       4.043426e-02
      534000       1.042628e-02       9.454338e-04       5.629800e-03       2.316571e-01       8.491635e-03       4.330633e-02
      536000       9.134309e-03       5.772873e-04       5.045713e-03       2.089248e-01       9.447847e-03       3.717457e-02
      538000       8.617363e-03       6.918779e-04       4.801506e-03       1.363864e-01       5.892769e-03       3.358454e-02
      540000       7.403444e-03       2.269211e-04       3.993548e-03       1.546158e-01       8.459144e-03       3.477215e-02
      542000       1.039705e-02       6.360042e-04       5.488549e-03       1.966467e-01       6.682087e-03       3.712778e-02
      544000       1.366755e-02       1.208298e-03       6.902758e-03       2.124244e-01       6.215305e-03       4.222377e-02
      546000       7.502303e-03       8.732614e-04       4.119176e-03       2.524064e-01       8.241682e-03       4.616604e-02
      548000       1.225182e-02       5.472076e-04       6.712434e-03       1.496390e-01       1.020078e-02       3.893454e-02
      550000       1.241841e-02       9.083190e-04       6.393420e-03       2.106833e-01       5.717906e-03       3.904695e-02
      552000       8.929753e-03       9.360631e-04       4.783283e-03       1.139560e-01       7.424631e-03       3.256139e-02
      554000       9.502634e-03       3.702339e-04       4.995696e-03       1.709010e-01       8.110365e-03       3.539011e-02
      556000       1.287497e-02       1.109934e-04       7.275747e-03       2.002400e-01       7.402189e-03       3.833329e-02
      558000       1.180873e-02       4.691989e-04       6.602849e-03       1.315439e-01       8.874147e-03       3.590879e-02
      560000       9.441908e-03       2.842419e-04       4.858433e-03       1.478071e-01       6.985558e-03       3.468495e-02
      562000       1.430335e-02       9.265052e-04       7.416726e-03       1.313366e-01       6.861743e-03       3.584721e-02
      564000       7.444121e-03       2.562431e-04       3.496227e-03       2.013635e-01       8.344991e-03       3.687877e-02
      566000       1.114164e-02       7.020406e-04       6.333135e-03       2.207406e-01       8.265973e-03       4.044562e-02
      568000       8.358366e-03       4.257876e-04       4.513297e-03       1.425867e-01       7.361385e-03       3.511671e-02
      570000       1.159589e-02       8.395549e-04       6.267773e-03       1.665448e-01       7.989118e-03       3.782422e-02
      572000       7.054730e-03       1.102664e-03       3.686395e-03       1.770167e-01       1.036542e-02       3.693062e-02
      574000       2.992184e-03       6.391761e-04       1.719099e-03       1.710790e-01       8.694464e-03       3.806455e-02
      576000       6.649178e-03       1.035381e-03       3.877374e-03       1.788280e-01       9.752150e-03       3.764844e-02
      578000       7.502544e-03       7.078502e-04       4.147822e-03       1.869787e-01       8.635970e-03       4.139467e-02
      580000       6.016993e-03       9.129944e-04       3.473268e-03       1.800209e-01       7.483143e-03       4.175958e-02
      582000       6.404915e-03       9.988007e-04       3.389270e-03       1.494129e-01       6.444826e-03       3.597920e-02
      584000       9.615045e-03       6.361973e-04       4.936786e-03       1.573499e-01       9.360803e-03       3.657968e-02
      586000       9.349663e-03       9.157376e-04       4.481907e-03       2.207377e-01       8.433788e-03       4.070055e-02
      588000       7.826782e-03       6.113404e-04       4.326275e-03       1.784098e-01       5.715361e-03       4.124079e-02
      590000       6.371347e-03       3.898309e-04       3.310068e-03       2.244378e-01       9.692590e-03       3.610643e-02
      592000       7.561243e-03       1.070150e-03       4.218895e-03       1.696922e-01       7.551794e-03       3.749019e-02
      594000       6.621522e-03       7.619014e-04       3.521158e-03       1.860616e-01       7.509040e-03       3.503178e-02
      596000       7.427200e-03       5.493196e-04       3.707285e-03       2.432638e-01       9.173248e-03       4.304725e-02
      598000       6.489956e-03       4.547214e-04       3.514311e-03       1.521440e-01       7.539551e-03       3.342567e-02
      600000       8.800706e-03       8.433264e-04       4.406751e-03       1.393699e-01       7.299222e-03       3.600317e-02
      602000       8.480740e-03       7.843484e-04       4.392002e-03       2.794403e-01       9.942691e-03       4.379633e-02
      604000       1.147812e-02       4.860745e-04       5.628358e-03       1.984315e-01       9.667224e-03       3.932664e-02
      606000       1.043932e-02       7.267493e-04       4.728520e-03       3.044003e-01       7.740040e-03       5.085342e-02
      608000       7.590202e-03       6.732009e-04       4.004283e-03       2.357972e-01       8.658782e-03       3.998178e-02
      610000       7.854183e-03       7.147782e-04       3.780179e-03       1.955729e-01       6.261421e-03       4.257976e-02
      612000       1.013082e-02       1.192305e-03       5.135346e-03       3.149408e-01       9.746455e-03       4.250645e-02
      614000       6.001197e-03       1.697254e-03       3.013041e-03       1.902453e-01       9.440590e-03       3.704446e-02
      616000       4.890530e-03       8.867861e-04       2.770938e-03       2.008374e-01       6.194087e-03       3.703079e-02
      618000       9.657173e-03       5.044726e-04       4.960911e-03       1.412337e-01       9.879661e-03       3.766535e-02
      620000       7.443341e-03       7.212771e-04       4.091656e-03       1.676463e-01       1.009711e-02       3.597446e-02
      622000       8.162874e-03       7.828261e-04       4.674063e-03       3.827252e-01       9.755650e-03       5.175820e-02
      624000       1.125187e-02       5.111536e-04       6.047124e-03       1.785026e-01       7.184275e-03       3.690955e-02
      626000       1.222490e-02       7.297308e-04       6.630846e-03       1.890642e-01       9.967332e-03       3.863729e-02
      628000       8.971933e-03       6.089495e-04       4.975638e-03       2.387966e-01       8.126495e-03       3.955406e-02
      630000       6.279047e-03       6.766217e-04       2.722773e-03       3.482205e-01       9.284584e-03       4.402609e-02
      632000       1.202655e-02       9.585546e-04       6.364814e-03       1.580511e-01       9.651265e-03       3.805863e-02
      634000       9.275429e-03       6.203037e-04       5.241705e-03       2.017103e-01       9.555278e-03       3.936516e-02
      636000       1.243373e-02       7.181647e-04       6.923405e-03       1.768799e-01       8.740901e-03       3.834391e-02
      638000       1.106979e-02       1.226242e-03       5.981856e-03       1.851453e-01       7.300123e-03       3.984101e-02
      640000       9.644305e-03       6.157946e-04       5.575041e-03       2.523828e-01       7.078284e-03       4.014866e-02
      642000       8.986039e-03       5.308886e-04       5.013424e-03       1.672202e-01       7.867116e-03       4.089199e-02
      644000       6.725015e-03       1.240344e-03       3.811549e-03       3.107223e-01       7.051030e-03       4.578967e-02
      646000       1.081683e-02       5.994580e-04       6.265068e-03       1.899996e-01       8.967911e-03       3.984190e-02
      648000       8.858030e-03       7.569586e-04       4.817141e-03       1.519812e-01       7.294043e-03       3.618162e-02
      650000       7.431895e-03       1.219050e-03       3.205681e-03       2.863435e-01       8.887353e-03       4.527270e-02
      652000       4.419071e-03       2.033859e-04       2.331480e-03       1.568272e-01       9.756290e-03       3.576116e-02
      654000       8.154262e-03       4.495435e-04       4.639142e-03       2.147490e-01       7.570901e-03       3.930597e-02
      656000       1.017571e-02       5.335474e-04       5.680509e-03       1.918967e-01       7.524852e-03       3.777564e-02
      658000       7.970218e-03       5.036657e-04       4.588201e-03       2.643600e-01       6.566837e-03       4.729298e-02
      660000       8.262572e-03       8.292633e-04       4.682406e-03       1.501815e-01       9.767778e-03       3.667476e-02
      662000       9.907937e-03       8.123080e-04       5.684435e-03       2.394045e-01       3.321358e-03       3.934184e-02
      664000       8.454516e-03       4.327699e-04       4.469871e-03       1.620009e-01       7.196809e-03       3.459583e-02
      666000       9.595051e-03       5.462009e-04       5.374519e-03       1.128472e-01       7.641883e-03       3.171460e-02
      668000       1.433713e-02       6.226245e-04       8.086551e-03       1.608958e-01       7.800412e-03       3.892505e-02
      670000       1.113979e-02       3.029094e-04       6.014170e-03       1.460064e-01       7.493358e-03       3.462008e-02
      672000       4.381013e-03       5.178819e-04       2.411873e-03       1.407952e-01       6.564932e-03       3.319473e-02
      674000       3.623918e-03       8.593440e-04       2.002463e-03       1.224141e-01       5.763838e-03       3.065039e-02
      676000       1.441154e-02       1.162003e-03       7.800761e-03       1.735404e-01       7.276986e-03       3.976401e-02
      678000       1.275733e-02       7.913340e-04       7.282907e-03       1.695073e-01       7.797993e-03       3.840873e-02
      680000       1.018431e-02       4.379991e-04       5.704571e-03       1.556842e-01       6.831636e-03       3.595012e-02
      682000       1.382885e-02       3.655000e-04       7.613074e-03       1.767024e-01       5.482585e-03       3.622419e-02
      684000       1.038434e-02       2.335093e-04       5.588541e-03       1.171297e-01       4.200991e-03       3.309344e-02
      686000       1.251432e-02       1.118937e-03       6.788554e-03       2.384218e-01       6.013325e-03       3.974334e-02
      688000       8.082283e-03       8.525818e-04       4.654639e-03       1.941767e-01       7.689957e-03       3.854204e-02
      690000       8.770769e-03       8.218789e-04       4.801051e-03       1.770792e-01       7.061141e-03       3.717198e-02
      692000       1.249730e-02       4.264547e-04       6.637718e-03       1.430488e-01       8.229414e-03       3.617814e-02
      694000       8.901087e-03       3.491430e-04       5.083038e-03       1.746661e-01       9.208611e-03       3.729097e-02
      696000       8.988797e-03       4.780190e-04       4.703026e-03       1.689361e-01       8.182539e-03       3.656591e-02
      698000       1.204445e-02       4.005864e-04       6.102009e-03       1.894447e-01       8.040600e-03       3.777491e-02
      700000       8.074603e-03       4.026991e-04       4.295034e-03       2.272000e-01       8.821801e-03       4.262567e-02
      702000       8.898507e-03       3.219746e-04       4.914187e-03       1.812688e-01       8.633702e-03       3.533708e-02
      704000       1.033148e-02       4.851431e-04       5.405444e-03       2.071737e-01       1.027412e-02       3.693809e-02
      706000       9.070435e-03       7.105983e-04       4.829859e-03       1.789840e-01       7.622912e-03       3.385475e-02
